date,day,treatment,tank,thicket ,wound,sample,id,location,F,M,Y,E,Fv/Fm,notes
2025-06-18 00:00:00,14.0,31.0,5.0,a,no,gene/physio,161.0,top,28.0,48.0,416.0,1.5,=L638/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,a,no,gene/physio,161.0,bottom,25.0,51.0,509.0,2.1,=L639/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,a,yes,gene/physio,170.0,top,36.0,63.0,428.0,2.2,=L640/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,a,yes,gene/physio,170.0,bottom,29.0,62.0,532.0,4.0,=L641/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,c,yes,gene/physio,115.0,top,228.0,673.0,661.0,2.7,=L642/100
2025-06-18 00:00:00,14.0,31.0,5.0,c,yes,gene/physio,115.0,bottom,347.0,1135.0,694.0,2.9,=L643/100
2025-06-18 00:00:00,14.0,31.0,5.0,c,no,gene/physio,124.0,top,160.0,366.0,562.0,2.5,=L644/100
2025-06-18 00:00:00,14.0,31.0,5.0,c,no,gene/physio,124.0,bottom,374.0,1032.0,637.0,3.7,=L645/100
2025-06-18 00:00:00,14.0,31.0,5.0,d,yes,gene/physio,126.0,top,23.0,47.0,510.0,2.8,=L646/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,d,yes,gene/physio,126.0,bottom,66.0,131.0,496.0,1.8,=L647/100
2025-06-18 00:00:00,14.0,31.0,5.0,d,no,gene/physio,154.0,top,26.0,51.0,490.0,2.7,=L648/100,signal low
2025-06-18 00:00:00,14.0,31.0,5.0,d,no,gene/physio,154.0,bottom,51.0,103.0,504.0,1.7,=L649/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,a,yes,gene/physio,175.0,top,24.0,40.0,400.0,1.7,=L650/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,a,yes,gene/physio,175.0,bottom,19.0,44.0,568.0,2.0,=L651/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,a,no,gene/physio,178.0,top,62.0,92.0,326.0,1.5,=L652/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,a,no,gene/physio,178.0,bottom,161.0,280.0,425.0,1.5,=L653/100
2025-06-18 00:00:00,14.0,31.0,10.0,c,no,gene/physio,119.0,top,279.0,815.0,657.0,2.9,=L654/100
2025-06-18 00:00:00,14.0,31.0,10.0,c,no,gene/physio,119.0,bottom,439.0,1367.0,678.0,3.0,=L655/100
2025-06-18 00:00:00,14.0,31.0,10.0,c,no,gene/physio,132.0,top,183.0,470.0,610.0,2.6,=L656/100
2025-06-18 00:00:00,14.0,31.0,10.0,c,no,gene/physio,132.0,bottom,286.0,820.0,651.0,2.3,=L657/100
2025-06-18 00:00:00,14.0,31.0,10.0,d,yes,gene/physio,110.0,top,68.0,143.0,524.0,2.5,=L658/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,d,yes,gene/physio,110.0,bottom,152.0,319.0,523.0,2.1,=L659/100
2025-06-18 00:00:00,14.0,31.0,10.0,d,no,gene/physio,120.0,top,22.0,42.0,476.0,2.1,=L660/100,signal low
2025-06-18 00:00:00,14.0,31.0,10.0,d,no,gene/physio,120.0,bottom,41.0,95.0,568.0,2.2,=L661/100,signal low
2025-06-18 00:00:00,14.0,31.0,11.0,a,no,gene/physio,163.0,top,296.0,734.0,596.0,2.7,=L662/100
2025-06-18 00:00:00,14.0,31.0,11.0,a,no,gene/physio,163.0,bottom,340.0,1025.0,668.0,2.5,=L663/100
2025-06-18 00:00:00,14.0,31.0,11.0,a,yes,gene/physio,174.0,top,202.0,445.0,546.0,2.7,=L664/100
2025-06-18 00:00:00,14.0,31.0,11.0,a,yes,gene/physio,174.0,bottom,304.0,761.0,600.0,2.1,=L665/100
2025-06-18 00:00:00,14.0,31.0,11.0,c,yes,gene/physio,116.0,top,252.0,820.0,692.0,3.4,=L666/100
2025-06-18 00:00:00,14.0,31.0,11.0,c,yes,gene/physio,116.0,bottom,377.0,1232.0,693.0,2.8,=L667/100
2025-06-18 00:00:00,14.0,31.0,11.0,c,no,gene/physio,127.0,top,230.0,715.0,678.0,3.0,=L668/100
2025-06-18 00:00:00,14.0,31.0,11.0,c,no,gene/physio,127.0,bottom,463.0,1165.0,602.0,2.6,=L669/100
2025-06-18 00:00:00,14.0,31.0,11.0,d,no,gene/physio,128.0,top,155.0,388.0,600.0,2.8,=L670/100
2025-06-18 00:00:00,14.0,31.0,11.0,d,no,gene/physio,128.0,bottom,189.0,477.0,603.0,2.4,=L671/100
2025-06-18 00:00:00,14.0,31.0,11.0,d,yes,gene/physio,149.0,top,249.0,648.0,615.0,2.6,=L672/100
2025-06-18 00:00:00,14.0,31.0,11.0,d,yes,gene/physio,149.0,bottom,266.0,730.0,635.0,2.5,=L673/100
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
