description,domain,response,model_type,term,test,statistic,df1,df2,n,estimate,units,pct_change,ci_low,ci_high,p_value,qualitative,source_script,source_artifact
"Physiology: Areal calcification (mg cm-2 d-1) — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,Areal calcification (mg cm-2 d-1),LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,2.6617,36,NA,NA,3.8653,,-48.3709,1.019,6.7116,0.0115,"Genet a, wounded: lower under 31C (-48.4%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Areal calcification (mg cm-2 d-1) — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,Areal calcification (mg cm-2 d-1),LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,1.6203,36,NA,NA,2.2322,,-28.9185,-0.468,4.9324,0.1139,"Genet c, unwounded: no change under 31C (-28.9%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Areal calcification (mg cm-2 d-1) — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,Areal calcification (mg cm-2 d-1),LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.3941,36,NA,NA,0.6182,,-10.7437,-2.4562,3.6925,0.6958,"Genet c, wounded: no change under 31C (-10.7%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Areal calcification (mg cm-2 d-1) — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,Areal calcification (mg cm-2 d-1),LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,2.292,36,NA,NA,3.3285,,-42.3747,0.4822,6.1747,0.0279,"Genet d, unwounded: lower under 31C (-42.4%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Areal calcification (mg cm-2 d-1) — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,Areal calcification (mg cm-2 d-1),LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,2.5958,36,NA,NA,3.7696,,-50.2536,0.9233,6.6159,0.0136,"Genet d, wounded: lower under 31C (-50.3%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Areal calcification (mg cm-2 d-1) — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,Areal calcification (mg cm-2 d-1),LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,3.6962,6,NA,48,7.3086,delta AIC,NA,NA,NA,0.716,Adding genet x trt improves fit by dAIC=7.3 (n.s.),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Physiology: Buoyant weight growth (%) — (Intercept) [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,(Intercept),ANOVA F,78.3734,1,NA,NA,NA,NA,NA,NA,NA,0,(Intercept) effect on Buoyant weight growth (%) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — Residuals [LM, Wald chi-sq]",Physiology,Buoyant weight growth (%),LM,Residuals,Wald chi-sq,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,Residuals effect on Buoyant weight growth (%)NA,code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — fixed: thicketc [LM, t]",Physiology,Buoyant weight growth (%),LM,fixed: thicketc,t,-0.8672,NA,NA,NA,-0.6138,%,NA,-2.0421,0.8146,0.3908,fixed: thicketc: est=-0.61% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Buoyant weight growth (%) — fixed: thicketd [LM, t]",Physiology,Buoyant weight growth (%),LM,fixed: thicketd,t,-0.9883,NA,NA,NA,-0.6976,%,NA,-2.1222,0.7269,0.3287,fixed: thicketd: est=-0.70% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Buoyant weight growth (%) — fixed: treatment31C [LM, t]",Physiology,Buoyant weight growth (%),LM,fixed: treatment31C,t,-3.7269,NA,NA,NA,-2.9811,%,NA,-4.5954,-1.3669,6e-4,fixed: treatment31C: est=-2.98% (sig),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Buoyant weight growth (%) — fixed: treatment31C:woundyes [LM, t]",Physiology,Buoyant weight growth (%),LM,fixed: treatment31C:woundyes,t,0.1218,NA,NA,NA,0.1409,%,NA,-2.1936,2.4754,0.9036,fixed: treatment31C:woundyes: est=0.14% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Buoyant weight growth (%) — fixed: woundyes [LM, t]",Physiology,Buoyant weight growth (%),LM,fixed: woundyes,t,-1.3185,NA,NA,NA,-1.0747,%,NA,-2.7197,0.5702,0.1945,fixed: woundyes: est=-1.07% (n.s.),code/05_buoyant_weight.R,output/tables/05_buoyant_weight_lm.csv
"Physiology: Buoyant weight growth (%) — thicket [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,thicket,ANOVA F,0.2449,2,NA,NA,NA,NA,NA,NA,NA,0.7841,thicket effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — treatment [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,treatment,ANOVA F,4.3527,1,NA,NA,NA,NA,NA,NA,NA,0.0441,treatment effect on Buoyant weight growth (%) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — treatment:thicket [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,treatment:thicket,ANOVA F,0.1456,2,NA,NA,NA,NA,NA,NA,NA,0.865,treatment:thicket effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — treatment:wound [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,treatment:wound,ANOVA F,0.2608,1,NA,NA,NA,NA,NA,NA,NA,0.6127,treatment:wound effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — treatment:wound:thicket [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,treatment:wound:thicket,ANOVA F,0.7769,2,NA,NA,NA,NA,NA,NA,NA,0.4674,treatment:wound:thicket effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — wound [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,wound,ANOVA F,0.0013,1,NA,NA,NA,NA,NA,NA,NA,0.9717,wound effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — wound:thicket [LM, ANOVA F]",Physiology,Buoyant weight growth (%),LM,wound:thicket,ANOVA F,0.5764,2,NA,NA,NA,NA,NA,NA,NA,0.567,wound:thicket effect on Buoyant weight growth (%) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Buoyant weight growth (%) — R2_conditional [LMM, R-squared]",Physiology,Buoyant weight growth (%),LMM,R2_conditional,R-squared,0.386,NA,NA,NA,0.386,proportion,NA,NA,NA,NA,R2_conditional = 0.386,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: Buoyant weight growth (%) — R2_marginal [LMM, R-squared]",Physiology,Buoyant weight growth (%),LMM,R2_marginal,R-squared,0.386,NA,NA,NA,0.386,proportion,NA,NA,NA,NA,R2_marginal = 0.386,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: Buoyant weight growth (%) — percent reduction 31C vs 28C [derived, ratio]",Physiology,Buoyant weight growth (%),derived,percent reduction 31C vs 28C,ratio,-33.9241,NA,NA,NA,-33.9241,%,-33.9241,NA,NA,NA,31C corals grew 34% less mass than 28C corals,code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Buoyant weight growth (%) — mean(28C) [raw summary, mean +/- SD]",Physiology,Buoyant weight growth (%),raw summary,mean(28C),mean +/- SD,6.1043,NA,NA,24,6.1043,%,NA,4.4147,7.7938,NA,"28C mean growth = 6.10% (SD 1.69, n=24)",code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Buoyant weight growth (%) — mean(31C) [raw summary, mean +/- SD]",Physiology,Buoyant weight growth (%),raw summary,mean(31C),mean +/- SD,4.0334,NA,NA,24,4.0334,%,NA,2.8862,5.1807,NA,"31C mean growth = 4.03% (SD 1.15, n=24)",code/05_buoyant_weight.R (raw),data/processed/buoyant_weight_clean.rds
"Physiology: Color (Siebeck D) — R2_conditional [LMM, R-squared]",Physiology,Color (Siebeck D),LMM,R2_conditional,R-squared,0.846,NA,NA,NA,0.846,proportion,NA,NA,NA,NA,R2_conditional = 0.846,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: Color (Siebeck D) — R2_marginal [LMM, R-squared]",Physiology,Color (Siebeck D),LMM,R2_marginal,R-squared,0.717,NA,NA,NA,0.717,proportion,NA,NA,NA,NA,R2_marginal = 0.717,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,9.0491,31.47756,NA,NA,1.7114,,-42.785,1.3407,2.0821,0,"Genet a, unwounded: lower under 31C (-42.8%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,9.2357,32.90269,NA,NA,1.7531,,-43.8278,1.3811,2.1252,0,"Genet a, wounded: lower under 31C (-43.8%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,2.4922,31.47756,NA,NA,0.4713,,-11.7832,0.1007,0.842,0.0182,"Genet c, unwounded: lower under 31C (-11.8%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.589,32.90269,NA,NA,0.1118,,-2.795,-0.2602,0.4838,0.5599,"Genet c, wounded: no change under 31C (-2.8%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,6.8025,31.47756,NA,NA,1.2865,,-35.4902,0.9158,1.6572,0,"Genet d, unwounded: lower under 31C (-35.5%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,Color (Siebeck D),LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,8.3304,32.90269,NA,NA,1.5813,,-39.5315,1.2092,1.9533,0,"Genet d, wounded: lower under 31C (-39.5%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: Color (Siebeck D) — day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,day,ANOVA F,310.7308,1,286.76297,NA,NA,NA,NA,NA,NA,0,day effect on Color (Siebeck D) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,day:thicket,ANOVA F,39.3985,2,286.76297,NA,NA,NA,NA,NA,NA,0,day:thicket effect on Color (Siebeck D) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,thicket,ANOVA F,0.8021,2,59.80026,NA,NA,NA,NA,NA,NA,0.4532,thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment,ANOVA F,0.3406,1,6.96551,NA,NA,NA,NA,NA,NA,0.5779,treatment effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:day,ANOVA F,239.3437,1,286.76297,NA,NA,NA,NA,NA,NA,0,treatment:day effect on Color (Siebeck D) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:day:thicket,ANOVA F,31.9175,2,286.76297,NA,NA,NA,NA,NA,NA,0,treatment:day:thicket effect on Color (Siebeck D) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:thicket,ANOVA F,0.766,2,59.80026,NA,NA,NA,NA,NA,NA,0.4694,treatment:thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound,ANOVA F,3.0341,1,244.68869,NA,NA,NA,NA,NA,NA,0.0828,treatment:wound effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:day,ANOVA F,1.4309,1,286.76297,NA,NA,NA,NA,NA,NA,0.2326,treatment:wound:day effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:day:thicket,ANOVA F,2.5928,2,286.76297,NA,NA,NA,NA,NA,NA,0.0766,treatment:wound:day:thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — treatment:wound:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,treatment:wound:thicket,ANOVA F,0.3449,2,244.68869,NA,NA,NA,NA,NA,NA,0.7087,treatment:wound:thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound,ANOVA F,5.5363,1,244.68869,NA,NA,NA,NA,NA,NA,0.0194,wound effect on Color (Siebeck D) (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:day [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:day,ANOVA F,0.1731,1,286.76297,NA,NA,NA,NA,NA,NA,0.6777,wound:day effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:day:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:day:thicket,ANOVA F,0.3956,2,286.76297,NA,NA,NA,NA,NA,NA,0.6736,wound:day:thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — wound:thicket [LMM, ANOVA F]",Physiology,Color (Siebeck D),LMM,wound:thicket,ANOVA F,0.6055,2,244.68869,NA,NA,NA,NA,NA,NA,0.5466,wound:thicket effect on Color (Siebeck D) (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: Color (Siebeck D) — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,Color (Siebeck D),LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,177.7195,15,NA,336,-147.7195,delta AIC,NA,NA,NA,0,Adding genet x trt improves fit by dAIC=-147.7 (sig),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Physiology: Color (Siebeck D) — ordinal robustness — day:thicket [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),day:thicket,LRT chi-sq,0.2007,2,NA,NA,NA,NA,NA,NA,NA,0.9045,day:thicket (ordinal CLMM): n.s.,code/12b_color_clmm_robustness.R,output/tables/12b_color_clmm.csv
"Physiology: Color (Siebeck D) — ordinal robustness — treatment:wound:day [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),treatment:wound:day,LRT chi-sq,0.0021,1,NA,NA,NA,NA,NA,NA,NA,0.9631,treatment:wound:day (ordinal CLMM): n.s.,code/12b_color_clmm_robustness.R,output/tables/12b_color_clmm.csv
"Physiology: Color (Siebeck D) — ordinal robustness — treatment:wound:thicket [CLMM (cumulative-link mixed), LRT chi-sq]",Physiology,Color (Siebeck D) — ordinal robustness,CLMM (cumulative-link mixed),treatment:wound:thicket,LRT chi-sq,0.4688,2,NA,NA,NA,NA,NA,NA,NA,0.7911,treatment:wound:thicket (ordinal CLMM): n.s.,code/12b_color_clmm_robustness.R,output/tables/12b_color_clmm.csv
"Physiology: PAM Fv/Fm — R2_conditional [LMM, R-squared]",Physiology,PAM Fv/Fm,LMM,R2_conditional,R-squared,0.719,NA,NA,NA,0.719,proportion,NA,NA,NA,NA,R2_conditional = 0.719,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: PAM Fv/Fm — R2_marginal [LMM, R-squared]",Physiology,PAM Fv/Fm,LMM,R2_marginal,R-squared,0.622,NA,NA,NA,0.622,proportion,NA,NA,NA,NA,R2_marginal = 0.622,code/12_extended_stats.R,output/tables/12_r2_summary.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=a | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=a | wound=no,Satterthwaite t,7.7895,33.65149,NA,NA,0.1263,,-18.88,0.0945,0.158,0,"Genet a, unwounded: lower under 31C (-18.9%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=a | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=a | wound=yes,Satterthwaite t,6.2003,33.65149,NA,NA,0.1005,,-15.4082,0.0687,0.1323,0,"Genet a, wounded: lower under 31C (-15.4%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=c | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=c | wound=no,Satterthwaite t,2.9024,30.03726,NA,NA,0.0456,,-6.6811,0.0148,0.0764,0.0069,"Genet c, unwounded: lower under 31C (-6.7%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=c | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=c | wound=yes,Satterthwaite t,0.96,40.22538,NA,NA,0.0164,,-2.4147,-0.0171,0.0499,0.3428,"Genet c, wounded: no change under 31C (-2.4%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=d | wound=no [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=d | wound=no,Satterthwaite t,6.5767,33.65149,NA,NA,0.1066,,-15.9432,0.0748,0.1384,0,"Genet d, unwounded: lower under 31C (-15.9%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — contrast: 28C - 31C | genet=d | wound=yes [LMM, Satterthwaite t]",Physiology,PAM Fv/Fm,LMM,contrast: 28C - 31C | genet=d | wound=yes,Satterthwaite t,6.5209,33.65149,NA,NA,0.1057,,-15.8739,0.0739,0.1375,0,"Genet d, wounded: lower under 31C (-15.9%)",code/12_extended_stats.R,output/tables/12_genet_treatment_effects.csv
"Physiology: PAM Fv/Fm — day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,day,ANOVA F,155.9985,1,275.99999,NA,NA,NA,NA,NA,NA,0,day effect on PAM Fv/Fm (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,day:thicket,ANOVA F,14.2034,2,275.99999,NA,NA,NA,NA,NA,NA,0,day:thicket effect on PAM Fv/Fm (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,thicket,ANOVA F,7.7498,2,101.6715,NA,NA,NA,NA,NA,NA,7e-4,thicket effect on PAM Fv/Fm (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment,ANOVA F,0.5236,1,7.21671,NA,NA,NA,NA,NA,NA,0.4921,treatment effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:day,ANOVA F,106.5705,1,275.99999,NA,NA,NA,NA,NA,NA,0,treatment:day effect on PAM Fv/Fm (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:day:thicket,ANOVA F,15.6601,2,275.99999,NA,NA,NA,NA,NA,NA,0,treatment:day:thicket effect on PAM Fv/Fm (significant),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:thicket,ANOVA F,0.5518,2,101.6715,NA,NA,NA,NA,NA,NA,0.5776,treatment:thicket effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound,ANOVA F,1.5915,1,101.0725,NA,NA,NA,NA,NA,NA,0.21,treatment:wound effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:day,ANOVA F,0.2198,1,275.99999,NA,NA,NA,NA,NA,NA,0.6396,treatment:wound:day effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:day:thicket,ANOVA F,2.3938,2,275.99999,NA,NA,NA,NA,NA,NA,0.0932,treatment:wound:day:thicket effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — treatment:wound:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,treatment:wound:thicket,ANOVA F,2.247,2,101.08239,NA,NA,NA,NA,NA,NA,0.111,treatment:wound:thicket effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound,ANOVA F,0.311,1,101.0725,NA,NA,NA,NA,NA,NA,0.5783,wound effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound:day [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound:day,ANOVA F,1.9757,1,275.99999,NA,NA,NA,NA,NA,NA,0.161,wound:day effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound:day:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound:day:thicket,ANOVA F,0.8466,2,275.99999,NA,NA,NA,NA,NA,NA,0.43,wound:day:thicket effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — wound:thicket [LMM, ANOVA F]",Physiology,PAM Fv/Fm,LMM,wound:thicket,ANOVA F,0.9475,2,101.08239,NA,NA,NA,NA,NA,NA,0.3911,wound:thicket effect on PAM Fv/Fm (n.s.),code/12_extended_stats.R,output/tables/12_anova_summary.csv
"Physiology: PAM Fv/Fm — LRT: adding genet x treatment x wound x day [LRT (null vs genet x trt), LRT chi-sq]",Physiology,PAM Fv/Fm,LRT (null vs genet x trt),LRT: adding genet x treatment x wound x day,LRT chi-sq,90.4949,15,NA,336,-60.4949,delta AIC,NA,NA,NA,0,Adding genet x trt improves fit by dAIC=-60.5 (sig),code/13_genet_interaction.R,output/tables/13_genet_anova.csv
"Physiology: Symbiont density (cells cm-2) — mean(28C, day 1) [raw summary, mean]",Physiology,Symbiont density (cells cm-2),raw summary,"mean(28C, day 1)",mean,1165429.2199,NA,NA,24,1165429.2199,cells cm-2,NA,NA,NA,NA,"28C, biopsy day 1: 1.17e+06 cells cm-2 (n=24)",code/06_symbiont_chl.R (raw),data/processed/symbiont_chl_clean.rds
"Physiology: Symbiont density (cells cm-2) — mean(28C, day 15) [raw summary, mean]",Physiology,Symbiont density (cells cm-2),raw summary,"mean(28C, day 15)",mean,967415.2113,NA,NA,24,967415.2113,cells cm-2,NA,NA,NA,NA,"28C, biopsy day 15: 9.67e+05 cells cm-2 (n=24)",code/06_symbiont_chl.R (raw),data/processed/symbiont_chl_clean.rds
"Physiology: Symbiont density (cells cm-2) — mean(31C, day 1) [raw summary, mean]",Physiology,Symbiont density (cells cm-2),raw summary,"mean(31C, day 1)",mean,750659.8688,NA,NA,24,750659.8688,cells cm-2,NA,NA,NA,NA,"31C, biopsy day 1: 7.51e+05 cells cm-2 (n=24)",code/06_symbiont_chl.R (raw),data/processed/symbiont_chl_clean.rds
"Physiology: Symbiont density (cells cm-2) — mean(31C, day 15) [raw summary, mean]",Physiology,Symbiont density (cells cm-2),raw summary,"mean(31C, day 15)",mean,208909.4796,NA,NA,24,208909.4796,cells cm-2,NA,NA,NA,NA,"31C, biopsy day 15: 2.09e+05 cells cm-2 (n=24)",code/06_symbiont_chl.R (raw),data/processed/symbiont_chl_clean.rds
"Physiology: log10 symbionts cm-2 — R2_conditional [LMM, R-squared]",Physiology,log10 symbionts cm-2,LMM,R2_conditional,R-squared,0.758,NA,NA,NA,0.758,proportion,NA,NA,NA,NA,R2_conditional = 0.758,code/12_extended_stats.R,output/tables/12_r2_summary.csv
